Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.57,43.96,KING CITY NORTH,6154150,2020/4/14,2020,4,14,,4.6,,-3.3,,0.7,,17.3,,0,,,,,,0.4,,,,28,,40,
-79.57,43.96,KING CITY NORTH,6154150,2020/4/13,2020,4,13,,12.3,,-0.7,,5.8,,12.2,,0,,,,,,6.2,,,,27,,55,
-79.57,43.96,KING CITY NORTH,6154150,2020/4/12,2020,4,12,,13.4,,1.9,,7.7,,10.3,,0,,,,,,0.3,,,,,,,M
-79.57,43.96,KING CITY NORTH,6154150,2020/4/11,2020,4,11,,7.6,,-2.6,,2.5,,15.5,,0,,,,,,0,,,,30,,37,
-79.57,43.96,KING CITY NORTH,6154150,2020/4/10,2020,4,10,,5,,-1.8,,1.6,,16.4,,0,,,,,,0.8,,,,30,,57,
-79.57,43.96,KING CITY NORTH,6154150,2020/4/9,2020,4,9,,6.4,,-0.4,,3,,15,,0,,,,,,13.2,,,,31,,46,
-79.57,43.96,KING CITY NORTH,6154150,2020/4/8,2020,4,8,,11.1,,4.1,,7.6,,10.4,,0,,,,,,1.1,,,,29,,36,
-79.57,43.96,KING CITY NORTH,6154150,2020/4/7,2020,4,7,,13.4,,3.9,,8.7,,9.3,,0,,,,,,5.9,,,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/4/6,2020,4,6,,13.7,,-1.1,,6.3,,11.7,,0,,,,,,0,,,,29,,32,
-79.57,43.96,KING CITY NORTH,6154150,2020/4/5,2020,4,5,,7.2,,-1.3,,3,,15,,0,,,,,,0,,,,31,,33,M
-79.57,43.96,KING CITY NORTH,6154150,2020/4/4,2020,4,4,,9.9,,3.6,,6.8,,11.2,,0,,,,,,0.1,,,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/4/3,2020,4,3,,8.8,,-0.5,,4.1,,13.9,,0,,,,,,0.8,,,,32,,39,
-79.57,43.96,KING CITY NORTH,6154150,2020/4/2,2020,4,2,,10.9,,-0.5,,5.2,,12.8,,0,,,,,,0,,,,31,,40,
-79.57,43.96,KING CITY NORTH,6154150,2020/4/1,2020,4,1,,9.4,,-1.5,,3.9,,14.1,,0,,,,,,0,,,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/31,2020,3,31,,4.7,,1.8,,3.2,,14.8,,0,,,,,,0.4,,,,,,,M
-79.57,43.96,KING CITY NORTH,6154150,2020/3/30,2020,3,30,,6.2,,2.9,,4.6,,13.4,,0,,,,,,4.6,,,,24,,32,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/29,2020,3,29,,14.9,,4.6,,9.7,,8.3,,0,,,,,,13.7,,,,10,,44,M
-79.57,43.96,KING CITY NORTH,6154150,2020/3/28,2020,3,28,,9.3,,1.1,,5.2,,12.8,,0,,,,,,0.1,,,,12,,40,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/27,2020,3,27,,10,,-0.6,,4.7,,13.3,,0,,,,,,0,,,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/26,2020,3,26,,9.8,,0.8,,5.3,,12.7,,0,,,,,,0.2,,,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/25,2020,3,25,,9.2,,-0.9,,4.1,,13.9,,0,,,,,,0,,,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/24,2020,3,24,,5.8,,-1.1,,2.4,,15.6,,0,,,,,,0,,,,,,,M
-79.57,43.96,KING CITY NORTH,6154150,2020/3/23,2020,3,23,,1.6,,-2.2,,-0.3,,18.3,,0,,,,,,5,,,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/22,2020,3,22,,0.1,,-9.1,,-4.5,,22.5,,0,,,,,,0,,,,13,,32,M
-79.57,43.96,KING CITY NORTH,6154150,2020/3/21,2020,3,21,,-1.8,,-11,,-6.4,,24.4,,0,,,,,,0,,,,34,,36,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/20,2020,3,20,,15.7,,-6.8,,4.4,,13.6,,0,,,,,,2.8,,,,29,,49,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/19,2020,3,19,,7.2,,0.8,,4,,14,,0,,,,,,2.8,,,,13,,32,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/18,2020,3,18,,3,,-4.1,,-0.6,,18.6,,0,,,,,,0,,,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/17,2020,3,17,,5.3,,-2.6,,1.4,,16.6,,0,,,,,,0.5,,,,28,,40,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/16,2020,3,16,,2.8,,-6.5,,-1.8,,19.8,,0,,,,,,0.4,,,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/15,2020,3,15,,0.5,,-6.4,,-2.9,,20.9,,0,,,,,,0,,,,,,,M
-79.57,43.96,KING CITY NORTH,6154150,2020/3/14,2020,3,14,,0.9,,-3.5,,-1.3,,19.3,,0,,,,,,0,,,,30,,44,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/13,2020,3,13,,6.4,,0.4,,3.4,,14.6,,0,,,,,,2.6,,,,27,,58,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/12,2020,3,12,,5,,-3.2,,0.9,,17.1,,0,,,,,,0.6,,,,9,,33,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/11,2020,3,11,,2.2,,-4.7,,-1.3,,19.3,,0,,,,,,0,,,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/10,2020,3,10,,9.6,,-3.6,,3,,15,,0,,,,,,10.1,,1,,33,,46,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/9,2020,3,9,,14.4,,6,,10.2,,7.8,,0,,,,,,0,,14,,25,,40,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/8,2020,3,8,,10.2,,-2.8,,3.7,,14.3,,0,,,,,,0,,21,,21,,40,M
-79.57,43.96,KING CITY NORTH,6154150,2020/3/7,2020,3,7,,2,,-10.4,,-4.2,,22.2,,0,,,,,,0.1,,21,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/6,2020,3,6,,0,,-4.9,,-2.5,,20.5,,0,,,,,,2.6,,20,,2,,40,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/5,2020,3,5,,3.9,,-3.7,,0.1,,17.9,,0,,,,,,0,,20,,32,,40,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/4,2020,3,4,,3.6,,-1,,1.3,,16.7,,0,,,,,,0,,22,,32,,37,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/3,2020,3,3,,2.2,,-0.6,,0.8,,17.2,,0,,,,,,8.2,,24,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/3/2,2020,3,2,,5,,-1.1,,1.9,,16.1,,0,,,,,,1.1,,28,,,,,M
-79.57,43.96,KING CITY NORTH,6154150,2020/3/1,2020,3,1,,1.6,,-10.5,,-4.5,,22.5,,0,,,,,,0,,30,,15,,35,M
-79.57,43.96,KING CITY NORTH,6154150,2020/2/29,2020,2,29,,-7.1,,-17.3,,-12.2,,30.2,,0,,,,,,0,,35,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/28,2020,2,28,,-5.5,,-13.6,,-9.5,,27.5,,0,,,,,,6.1,,26,,25,,48,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/27,2020,2,27,,-4.9,,-7.8,,-6.3,,24.3,,0,,,,,,4.4,,33,,26,,68,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/26,2020,2,26,,0.6,,-6.2,,-2.8,,20.8,,0,,,,,,16.5,,19,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/25,2020,2,25,,2.8,,-0.8,,1,,17,,0,,,,,,0.6,,19,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/24,2020,2,24,,7.2,,0,,3.6,,14.4,,0,,,,,,0,,23,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/23,2020,2,23,,7.1,,-3.3,,1.9,,16.1,,0,,,,,,0,,25,,22,,34,M
-79.57,43.96,KING CITY NORTH,6154150,2020/2/22,2020,2,22,,3.1,,-7.2,,-2.1,,20.1,,0,,,,,,0,,25,,23,,33,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/21,2020,2,21,,-1.9,,-14.1,,-8,,26,,0,,,,,,0,,25,,22,,37,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/20,2020,2,20,,-7.3,,-14.8,,-11.1,,29.1,,0,,,,,,0.1,,25,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/19,2020,2,19,,-2.5,,-9.1,,-5.8,,23.8,,0,,,,,,0.1,,26,,30,,34,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/18,2020,2,18,,3.1,,-4,,-0.5,,18.5,,0,,,,,,4.3,,28,,27,,50,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/17,2020,2,17,,-2.2,,-7.5,,-4.8,,22.8,,0,,,,,,0,,26,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/16,2020,2,16,,2.8,,-5.9,,-1.6,,19.6,,0,,,,,,0,,27,,,,,M
-79.57,43.96,KING CITY NORTH,6154150,2020/2/15,2020,2,15,,-1.6,,-15.7,,-8.6,,26.6,,0,,,,,,0.3,,28,,25,,40,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/14,2020,2,14,,-11.3,,-24.5,,-17.9,,35.9,,0,,,,,,0,,29,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/13,2020,2,13,,-1.6,,-21.1,,-11.4,,29.4,,0,,,,,,2.7,,25,,28,,45,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/12,2020,2,12,,0.4,,-5.4,,-2.5,,20.5,,0,,,,,,0,,26,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/11,2020,2,11,,1.2,,-3.3,,-1,,19,,0,,,,,,0,,27,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/10,2020,2,10,,1.2,,-2.1,,-0.4,,18.4,,0,,,,,,0.5,,31,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/9,2020,2,9,,-0.8,,-12.4,,-6.6,,24.6,,0,,,,,,8.7,,22,,14,,32,M
-79.57,43.96,KING CITY NORTH,6154150,2020/2/8,2020,2,8,,-10.7,,-18.9,,-14.8,,32.8,,0,,,,,,0,,22,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/7,2020,2,7,,-6.1,,-13.9,,-10,,28,,0,,,,,,1.1,,23,,34,,38,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/6,2020,2,6,,-5.6,,-8,,-6.8,,24.8,,0,,,,,,7,,17,,36,,31,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/5,2020,2,5,,-5.8,,-11.5,,-8.7,,26.7,,0,,,,,,0.1,,17,,31,,37,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/4,2020,2,4,,0.5,,-6.7,,-3.1,,21.1,,0,,,,,,0,,17,,35,,39,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/3,2020,2,3,,4.3,,-1.1,,1.6,,16.4,,0,,,,,,0,,19,,31,,36,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/2,2020,2,2,,0.6,,-3,,-1.2,,19.2,,0,,,,,,4.2,,17,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/2/1,2020,2,1,,-1.1,,-5,,-3.1,,21.1,,0,,,,,,1.8,,15,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/31,2020,1,31,,-1.9,,-5.9,,-3.9,,21.9,,0,,,,,,1.5,,13,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/30,2020,1,30,,-4.2,,-11,,-7.6,,25.6,,0,,,,,,0,,13,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/29,2020,1,29,,-6,,-11.1,,-8.6,,26.6,,0,,,,,,0,,13,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/28,2020,1,28,,-1.1,,-6.2,,-3.6,,21.6,,0,,,,,,0.6,,13,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/27,2020,1,27,,-0.4,,-2.1,,-1.2,,19.2,,0,,,,,,0.6,,13,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/26,2020,1,26,,2,,-0.8,,0.6,,17.4,,0,,,,,,2.6,,11,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/25,2020,1,25,,1.8,,-0.1,,0.9,,17.1,,0,,,,,,3.1,,12,,12,,45,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/24,2020,1,24,,3.1,,-1,,1,,17,,0,,,,,,13.9,,16,,12,,38,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/23,2020,1,23,,1.7,,-5.9,,-2.1,,20.1,,0,,,,,,0,,16,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/22,2020,1,22,,-0.4,,-9,,-4.7,,22.7,,0,,,,,,0,,17,,17,,34,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/21,2020,1,21,,-3.4,,-11.6,,-7.5,,25.5,,0,,,,,,0,,17,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/20,2020,1,20,,-6.5,,-18.2,,-12.4,,30.4,,0,,,,,,0,,18,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/19,2020,1,19,,-1.1,,-14.8,,-7.9,,25.9,,0,,,,,,0,,19,,31,,33,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/18,2020,1,18,,0.2,,-11.5,,-5.7,,23.7,,0,,,,,,16.3,,7,,22,,43,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/17,2020,1,17,,-11.5,,-18.1,,-14.8,,32.8,,0,,,,,,0,,6,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/16,2020,1,16,,-1.1,,-15.2,,-8.1,,26.1,,0,,,,,,1.6,,5,,32,,48,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/15,2020,1,15,,0.8,,-1.3,,-0.2,,18.2,,0,,,,,,0.9,,6,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/14,2020,1,14,,0.6,,-2.9,,-1.1,,19.1,,0,,,,,,0.1,,6,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/13,2020,1,13,,-0.8,,-7.6,,-4.2,,22.2,,0,,,,,,0.4,,5,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/12,2020,1,12,,-0.3,,-9.2,,-4.8,,22.8,,0,,,,,,17.5,,6,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/11,2020,1,11,,9.8,,-0.3,,4.7,,13.3,,0,,,,,,74.9,,2,,30,,38,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/10,2020,1,10,,5,,0.7,,2.8,,15.2,,0,,,,,,1.2,,12,,19,,35,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/9,2020,1,9,,0.8,,-14.8,,-7,,25,,0,,,,,,0,,13,,12,,37,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/8,2020,1,8,,-1.5,,-11.4,,-6.4,,24.4,,0,,,,,,0.4,,14,,30,,42,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/7,2020,1,7,,2.6,,-7.4,,-2.4,,20.4,,0,,,,,,0,,14,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/6,2020,1,6,,-0.3,,-4.5,,-2.4,,20.4,,0,,,,,,1.6,,13,,28,,46,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/5,2020,1,5,,-1.1,,-4.6,,-2.8,,20.8,,0,,,,,,5.1,,8,,33,,32,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/4,2020,1,4,,0.5,,-3,,-1.3,,19.3,,0,,,,,,1.1,,7,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/3,2020,1,3,,4.7,,-0.1,,2.3,,15.7,,0,,,,,,0,,8,,,,,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/2,2020,1,2,,4.2,,-1.7,,1.3,,16.7,,0,,,,,,0,,10,,23,,32,
-79.57,43.96,KING CITY NORTH,6154150,2020/1/1,2020,1,1,,-1.5,,-5.6,,-3.6,,21.6,,0,,,,,,0.7,,11,,27,,32,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-01,2020,01,01,,3.0,,-0.9,,1.0,,17.0,,0.0,,,,,,,,,,24,,35,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-02,2020,01,02,,,M,,M,,M,,M,,M,,,,,,,,,20,,38,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-03,2020,01,03,,,M,,M,,M,,M,,M,,,,,,,,,,M,,M
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-04,2020,01,04,,3.5,,0.5,,2.0,,16.0,,0.0,,,,,,,,,,29,,33,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-05,2020,01,05,,,M,,M,,M,,M,,M,,,,,,,,,25,,33,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-06,2020,01,06,,3.3,,0.2,,1.8,,16.2,,0.0,,,,,,,,,,24,,46,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-07,2020,01,07,,,M,,M,,M,,M,,M,,,,,,,,,,M,,M
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-08,2020,01,08,,1.1,,-6.2,,-2.5,,20.5,,0.0,,,,,,,,,,24,,59,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-09,2020,01,09,,7.2,,-7.5,,-0.2,,18.2,,0.0,,,,,,,,,,21,,36,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-10,2020,01,10,,9.0,,4.0,,6.5,,11.5,,0.0,,,,,,,,,,19,,47,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-11,2020,01,11,,13.6,,2.7,,8.1,,9.9,,0.0,,,,,,,,,,,M,,M
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-12,2020,01,12,,2.8,,-3.9,,-0.5,,18.5,,0.0,,,,,,,,,,4,,58,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-13,2020,01,13,,3.3,,-1.8,,0.8,,17.2,,0.0,,,,,,,,,,,,,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-14,2020,01,14,,4.9,,0.7,,2.8,,15.2,,0.0,,,,,,,,,,9,,36,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-15,2020,01,15,,4.4,,3.1,,3.7,,14.3,,0.0,,,,,,,,,,,,,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-16,2020,01,16,,3.1,,-8.0,,-2.5,,20.5,,0.0,,,,,,,,,,30,,58,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-17,2020,01,17,,-5.8,,-12.0,,-8.9,,26.9,,0.0,,,,,,,,,,35,,32,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-18,2020,01,18,,4.6,,-6.3,,-0.9,,18.9,,0.0,,,,,,,,,,25,,45,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-19,2020,01,19,,1.5,,-9.0,,-3.7,,21.7,,0.0,,,,,,,,,,23,,50,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-20,2020,01,20,,-3.6,,-12.1,,-7.9,,25.9,,0.0,,,,,,,,,,,,,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-21,2020,01,21,,-2.4,,-4.8,,-3.6,,21.6,,0.0,,,,,,,,,,24,,33,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-22,2020,01,22,,1.1,,-4.2,,-1.5,,19.5,,0.0,,,,,,,,,,21,,33,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-23,2020,01,23,,2.1,,-1.1,,0.5,,17.5,,0.0,,,,,,,,,,,,,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-24,2020,01,24,,3.9,,0.8,,2.3,,15.7,,0.0,,,,,,,,,,3,,40,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-25,2020,01,25,,4.2,,2.1,,3.2,,14.8,,0.0,,,,,,,,,,6,,34,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-26,2020,01,26,,3.8,,1.4,,2.6,,15.4,,0.0,,,,,,,,,,22,,31,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-27,2020,01,27,,2.3,,1.0,,1.7,,16.3,,0.0,,,,,,,,,,,,,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-28,2020,01,28,,2.4,,-0.6,,0.9,,17.1,,0.0,,,,,,,,,,30,,33,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-29,2020,01,29,,-0.4,,-4.9,,-2.7,,20.7,,0.0,,,,,,,,,,,,,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-30,2020,01,30,,-0.4,,-4.9,,-2.6,,20.6,,0.0,,,,,,,,,,9,,34,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-01-31,2020,01,31,,0.3,,-1.1,,-0.4,,18.4,,0.0,,,,,,,,,,,,,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-01,2020,02,01,,1.5,,-1.2,,0.1,,17.9,,0.0,,,,,,,,,,,,,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-02,2020,02,02,,3.2,,0.4,,1.8,,16.2,,0.0,,,,,,,,,,,,,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-03,2020,02,03,,6.9,,2.5,,4.7,,13.3,,0.0,,,,,,,,,,,,,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-04,2020,02,04,,3.5,,-2.4,,0.5,,17.5,,0.0,,,,,,,,,,31,,38,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-05,2020,02,05,,-1.8,,-6.2,,-4.0,,22.0,,0.0,,,,,,,,,,32,,42,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-06,2020,02,06,,-1.8,,-4.2,,-3.0,,21.0,,0.0,,,,,,,,,,2,,43,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-07,2020,02,07,,-1.3,,-6.6,,-4.0,,22.0,,0.0,,,,,,,,,,34,,49,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-08,2020,02,08,,-5.3,,-11.2,,-8.3,,26.3,,0.0,,,,,,,,,,,,,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-09,2020,02,09,,2.3,,-6.9,,-2.3,,20.3,,0.0,,,,,,,,,,17,,36,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-10,2020,02,10,,4.1,,1.7,,2.9,,15.1,,0.0,,,,,,,,,,,,,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-11,2020,02,11,,2.6,,-1.2,,0.7,,17.3,,0.0,,,,,,,,,,28,,39,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-12,2020,02,12,,2.0,,-2.0,,0.0,,18.0,,0.0,,,,,,,,,,25,,31,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-13,2020,02,13,,1.3,,-11.5,,-5.1,,23.1,,0.0,,,,,,,,,,29,,34,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-14,2020,02,14,,-7.4,,-17.4,,-12.4,,30.4,,0.0,,,,,,,,,,16,,32,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-15,2020,02,15,,1.8,,-7.9,,-3.1,,21.1,,0.0,,,,,,,,,,20,,57,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-16,2020,02,16,,3.6,,-0.5,,1.5,,16.5,,0.0,,,,,,,,,,23,,33,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-17,2020,02,17,,-0.4,,-3.9,,-2.1,,20.1,,0.0,,,,,,,,,,7,,35,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-18,2020,02,18,,5.8,,-1.7,,2.1,,15.9,,0.0,,,,,,,,,,26,,44,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-19,2020,02,19,,0.9,,-5.9,,-2.5,,20.5,,0.0,,,,,,,,,,29,,36,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-20,2020,02,20,,-3.7,,-8.1,,-5.9,,23.9,,0.0,,,,,,,,,,28,,35,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-21,2020,02,21,,0.8,,-7.4,,-3.3,,21.3,,0.0,,,,,,,,,,19,,44,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-22,2020,02,22,,4.6,,-1.3,,1.7,,16.3,,0.0,,,,,,,,,,25,,40,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-23,2020,02,23,,9.1,,2.1,,5.6,,12.4,,0.0,,,,,,,,,,20,,33,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-24,2020,02,24,,9.1,,2.9,,6.0,,12.0,,0.0,,,,,,,,,,,,,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-25,2020,02,25,,4.5,,1.9,,3.2,,14.8,,0.0,,,,,,,,,,2,,34,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-26,2020,02,26,,3.7,,-2.6,,0.5,,17.5,,0.0,,,,,,,,,,3,,45,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-27,2020,02,27,,-2.5,,-5.1,,-3.8,,21.8,,0.0,,,,,,,,,,23,,62,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-28,2020,02,28,,-2.8,,-6.6,,-4.7,,22.7,,0.0,,,,,,,,,,24,,51,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-02-29,2020,02,29,,-2.0,,-10.0,,-6.0,,24.0,,0.0,,,,,,,,,,30,,44,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-03-01,2020,03,01,,5.0,,-6.8,,-0.9,,18.9,,0.0,,,,,,,,,,,,,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-03-02,2020,03,02,,8.3,,3.7,,6.0,,12.0,,0.0,,,,,,,,,,21,,35,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-03-03,2020,03,03,,4.9,,2.3,,3.6,,14.4,,0.0,,,,,,,,,,25,,38,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-03-04,2020,03,04,,6.2,,1.5,,3.8,,14.2,,0.0,,,,,,,,,,23,,42,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-03-05,2020,03,05,,6.4,,-0.8,,2.8,,15.2,,0.0,,,,,,,,,,9,,37,
-79.80,43.30,BURLINGTON PIERS (AUT),6151061,2020-03-06,2020,03,06,,2.9,,-0.1,,1.4,,16.6,,0.0,,,,,,,,,,34,,89,
